ID, Label, Wikipedia
Q57073,"Daniel Gabriel Fahrenheit","Daniel Gabriel Fahrenheit"
Q57078,"Adolf von Baeyer","Adolf von Baeyer"
Q57085,"Erich Fromm","Erich Fromm"
Q57103,"Karl Weierstraß","Karl Weierstrass"
Q57130,"Helmuth von Moltke the Younger","Helmuth von Moltke the Younger"
Q57135,"Erich von Manstein","Erich von Manstein"
Q57136,"Lutz Graf Schwerin von Krosigk","Lutz Graf Schwerin von Krosigk"
Q57142,"Timo Hildebrand","Timo Hildebrand"
Q57156,"Erwin von Witzleben","Erwin von Witzleben"
Q57160,"Friedrich Paulus","Friedrich Paulus"
Q57164,"Friedrich Georg Wilhelm von Struve","Friedrich Georg Wilhelm von Struve"
Q57170,"Ludwig Beck","Ludwig Beck"
Q57172,"Georg von Küchler","Georg von Küchler"
Q57174,"Franz Halder","Franz Halder"
Q57179,"Ernst Udet","Ernst Udet"
Q57187,"Stefan George","Stefan George"
Q57194,"Erich Hartmann","Erich Hartmann"
Q57206,"Maximilian I, Elector of Bavaria","Maximilian I, Elector of Bavaria"
Q57249,"Ferdinand Porsche","Ferdinand Porsche"
Q57274,"Yoweri Museveni","Yoweri Museveni"
Q57279,"Traian Băsescu","Traian Băsescu"
Q57288,"Elisabeth Schwarzkopf","Elisabeth Schwarzkopf"
Q57295,"Ivan Gašparovič","Ivan Gašparovič"
Q57298,"Abdullah of Saudi Arabia","Abdullah of Saudi Arabia"
Q57306,"Jalal Talabani","Jalal Talabani"
Q57320,"Frederick Augustus III of Saxony","Frederick Augustus III of Saxony"
Q57321,"Laura Chinchilla","Laura Chinchilla"
Q57329,"Danilo Türk","Danilo Türk"
Q57336,"Ali Khamenei","Ali Khamenei"
Q57342,"Mauricio Funes","Mauricio Funes"
Q57374,"Lale Andersen","Lale Andersen"
Q57379,"Dalia Grybauskaitė","Dalia Grybauskaitė"
Q57386,"Kurt Tucholsky","Kurt Tucholsky"
Q57395,"Helmut Newton","Helmut Newton"
Q57408,"Friedrich Olbricht","Friedrich Olbricht"
Q57412,"Lothar de Maizière","Lothar de Maizière"
Q57416,"Joseph Kabila","Joseph Kabila"
Q57425,"Hans Knappertsbusch","Hans Knappertsbusch"
Q57437,"Heinrich Hoffmann","Heinrich Hoffmann (photographer)"
Q57459,"Jochen Mass","Jochen Mass"
Q57469,"Hifikepunye Pohamba","Hifikepunye Pohamba"
Q57488,"Jakaya Kikwete","Jakaya Kikwete"
Q57492,"Friedrich Karl Arnold Schwassmann","Friedrich Karl Arnold Schwassmann"
Q57497,"Carl Stumpf","Carl Stumpf"
Q57507,"Ernest Louis, Grand Duke of Hesse","Ernest Louis, Grand Duke of Hesse"
Q57528,"Elisabeth Christine of Brunswick-Wolfenbüttel","Elisabeth Christine of Brunswick-Wolfenbüttel"
Q57531,"Princess Ludovika of Bavaria","Princess Ludovika of Bavaria"
Q57533,"Princess Wilhelmine of Baden","Princess Wilhelmine of Baden"
Q57534,"Mohammed Magariaf","Mohammed Magariaf"
Q57572,"Werner von Fritsch","Werner von Fritsch"
Q57584,"Curd Jürgens","Curd Jürgens"
Q57601,"Roland Freisler","Roland Freisler"
Q57625,"Sali Berisha","Sali Berisha"
Q57640,"Andrus Ansip","Andrus Ansip"
Q57646,"Günther Lütjens","Günther Lütjens"
Q57668,"Caroline Matilda of Great Britain","Caroline Matilda of Great Britain"
Q57669,"Louise of Mecklenburg-Güstrow","Louise of Mecklenburg-Güstrow"
Q57674,"Sophia Charlotte of Hanover","Sophia Charlotte of Hanover"
Q57689,"Martin McGuinness","Martin McGuinness"
Q57703,"Viktor Lutze","Viktor Lutze"
Q57704,"Élisabeth Jacquet de La Guerre","Élisabeth Jacquet de La Guerre"
Q57778,"Klaus Tschütscher","Klaus Tschütscher"
Q57805,"Friedrich Paschen","Friedrich Paschen"
Q57806,"Antonis Samaras","Antonis Samaras"
Q57816,"Baburam Bhattarai","Baburam Bhattarai"
Q57839,"Julius Richard Petri","Julius Richard Petri"
Q57855,"Georg Friedrich Grotefend","Georg Friedrich Grotefend"
Q57873,"Amama Mbabazi","Amama Mbabazi"
Q57896,"Horst Sindermann","Horst Sindermann"
Q57932,"Florian Henckel von Donnersmarck","Florian Henckel von Donnersmarck"
Q57983,"Andreas Sigismund Marggraf","Andreas Sigismund Marggraf"
Q57992,"Johannes Peter Müller","Johannes Peter Müller"
Q58001,"Duchess Alexandra Petrovna of Oldenburg","Duchess Alexandra Petrovna of Oldenburg"
Q58008,"Ludwig Senfl","Ludwig Senfl"
Q58054,"Ernst Chain","Ernst Chain"
Q58168,"Nolwenn Leroy","Nolwenn Leroy"
Q58275,"Henry Montgomery Lawrence","Henry Montgomery Lawrence"
Q58290,"Marty Natalegawa","Marty Natalegawa"
Q58311,"Avigdor Lieberman","Avigdor Lieberman"
Q58431,"Milarepa","Milarepa"
Q58444,"Liam Neeson","Liam Neeson"
Q58563,"Victor II","Pope Victor II"
Q58573,"Clement II","Pope Clement II"
Q58586,"Edmund Husserl","Edmund Husserl"
Q58620,"Hans Fritzsche","Hans Fritzsche"
Q58645,"Robert Ley","Robert Ley"
Q58670,"Princess Charlotte of Prussia","Princess Charlotte of Prussia"
Q58753,"August Hermann Francke","August Hermann Francke"
Q58791,"Richard Baer","Richard Baer"
Q58799,"Wolfgang Borchert","Wolfgang Borchert"
Q58801,"Conrad Veidt","Conrad Veidt"
Q58812,"Hermann Carl Vogel","Hermann Carl Vogel"
Q58830,"Wilhelm Filchner","Wilhelm Filchner"
Q58835,"Maria Anna of Bavaria","Maria Anna of Bavaria (1574–1616)"
Q58851,"Karl Bühler","Karl Bühler"
Q58853,"Karl-Otto Apel","Karl-Otto Apel"
Q58978,"Max Born","Max Born"
Q59180,"Diogenes of Sinope","Diogenes"
Q59204,"Alberto Lattuada","Alberto Lattuada"
Q59401,"Jenny d'Héricourt","Jenny d'Héricourt"
Q59478,"George Gamow","George Gamow"
Q59479,"Ivan Djeparoski","Ivan Djeparoski"
Q59581,"René Depestre","René Depestre"
Q59630,"Roddy Piper","Roddy Piper"
Q59734,"Demetrius I of Macedon","Demetrius I of Macedon"
Q59739,"Erich Koch-Weser","Erich Koch-Weser"
Q59824,"Kim Hunter","Kim Hunter"
Q59981,"Shukri al-Quwatli","Shukri al-Quwatli"
Q60024,"Hermann von Helmholtz","Hermann von Helmholtz"
Q60028,"Gottlob Frege","Gottlob Frege"
Q60029,"Oskar Schindler","Oskar Schindler"
Q60030,"Herbert Marcuse","Herbert Marcuse"
Q60045,"Albert Speer","Albert Speer"
Q60126,"Gottfried Feder","Gottfried Feder"
Q60132,"Julius Wilbrand","Julius Wilbrand"
Q60137,"Eckhart Tolle","Eckhart Tolle"
Q60160,"Conrad Schumann","Conrad Schumann"
Q60163,"Leo von Klenze","Leo von Klenze"
Q60171,"Henry IX, Duke of Bavaria","Henry IX, Duke of Bavaria"
Q60239,"Wilhelm Dörpfeld","Wilhelm Dörpfeld"
Q60268,"Lou Bega","Lou Bega"
Q60288,"Gunda Niemann-Stirnemann","Gunda Niemann-Stirnemann"
Q60298,"Johann Eck","Johann Eck"
Q60302,"Hermann Zapf","Hermann Zapf"
Q60306,"Anita Pallenberg","Anita Pallenberg"
Q60343,"Rudolf Lange","Rudolf Lange"
Q60351,"Sebastian Brant","Sebastian Brant"
Q60363,"Hugo Junkers","Hugo Junkers"
Q60371,"Prince Joachim of Prussia","Prince Joachim of Prussia"
Q60377,"Louis Paulsen","Louis Paulsen"
Q60380,"Carola of Vasa","Carola of Vasa"
Q60443,"Bruno Loerzer","Bruno Loerzer"
Q60539,"Horst Buchholz","Horst Buchholz"
Q60547,"Warren Rudman","Warren Rudman"
Q60568,"William V, Duke of Bavaria","William V, Duke of Bavaria"
Q60613,"Christian Friedrich Henrici","Picander"
Q60643,"Luciano Moggi","Luciano Moggi"
Q60650,"Ernst von Weizsäcker","Ernst von Weizsäcker"
Q60657,"Albert Casimir, Duke of Teschen","Albert Casimir, Duke of Teschen"
Q60690,"Hermann Graf Keyserling","Hermann von Keyserling"
Q60709,"Prince William of Hesse-Kassel","Prince William of Hesse-Kassel"
Q60715,"Walther Hewel","Walther Hewel"
Q60735,"Axel Honneth","Axel Honneth"
Q60737,"Georg Donatus, Hereditary Grand Duke of Hesse","Georg Donatus, Hereditary Grand Duke of Hesse"
Q60777,"Manfred Wörner","Manfred Wörner"
Q60779,"Curt von Bardeleben","Curt von Bardeleben"
Q60783,"Fabian von Schlabrendorff","Fabian von Schlabrendorff"
Q60809,"Ansel Adams","Ansel Adams"
Q60810,"Hans Langsdorff","Hans Langsdorff"
Q60838,"Philipp von Boeselager","Philipp von Boeselager"
Q60865,"Anton Friedrich Justus Thibaut","Anton Friedrich Justus Thibaut"
Q60866,"Hinrich Lichtenstein","Hinrich Lichtenstein"
Q60873,"Rose Ausländer","Rose Ausländer"
Q60891,"Martin Schwarzschild","Martin Schwarzschild"
Q60899,"Eberhard von Mackensen","Eberhard von Mackensen"
Q60919,"Princess Marie of Saxe-Weimar-Eisenach","Princess Marie of Saxe-Weimar-Eisenach (1808–1877)"
Q60922,"Jan Frodeno","Jan Frodeno"
Q60975,"Jürgen Rüttgers","Jürgen Rüttgers"
Q60997,"Johann Christoph Denner","Johann Christoph Denner"
Q61000,"Karl Eberhard Schöngarth","Karl Eberhard Schöngarth"
Q61015,"Prince Leopold of Bavaria","Prince Leopold of Bavaria"
Q61023,"Hermann von Eichhorn","Hermann von Eichhorn"
Q61043,"Abraham Fraenkel","Abraham Fraenkel"
Q61044,"Albert of Saxony","Albert of Saxony (philosopher)"
Q61071,"Walter Gropius","Walter Gropius"
Q61083,"Charles III William","Charles III William, Margrave of Baden-Durlach"
Q61088,"Klaus Teuber","Klaus Teuber"
Q61091,"Christian Dietrich Grabbe","Christian Dietrich Grabbe"
Q61099,"Karoline Herfurth","Karoline Herfurth"
Q61101,"Siegfried Buback","Siegfried Buback"
Q61144,"Klaas","Klaas (DJ)"
Q61177,"Helmold","Helmold"
Q61199,"Reiner Kunze","Reiner Kunze"
Q61205,"Wolfgang Sawallisch","Wolfgang Sawallisch"
Q61209,"Gerd Albrecht","Gerd Albrecht"
Q61221,"Amalie Auguste of Bavaria","Amalie Auguste of Bavaria"
Q61250,"Martin Bangemann","Martin Bangemann"
Q61251,"Christian Friedrich Daniel Schubart","Christian Friedrich Daniel Schubart"
Q61255,"Kuno Fischer","Kuno Fischer"
Q61256,"Friedrich August Stüler","Friedrich August Stüler"
Q61264,"Princess Christine Louise of Oettingen-Oettingen","Princess Christine Louise of Oettingen-Oettingen"
Q61271,"Reinhart Koselleck","Reinhart Koselleck"
Q61286,"Edgar Barth","Edgar Barth"
Q61295,"Theo Helfrich","Theo Helfrich"
Q61318,"August Ludwig von Schlözer","August Ludwig von Schlözer"
Q61319,"Christian Friedrich Schönbein","Christian Friedrich Schönbein"
Q61351,"Frederica of Hanover","Frederica of Hanover"
Q61360,"Frederick III, Duke of Holstein-Gottorp","Frederick III, Duke of Holstein-Gottorp"
Q61361,"Gustave Whitehead","Gustave Whitehead"
Q61376,"Petra Schürmann","Petra Schürmann"
Q61433,"Eugen Goldstein","Eugen Goldstein"
Q61442,"Fridolin von Senger und Etterlin","Fridolin von Senger und Etterlin"
Q61446,"Theodor Lessing","Theodor Lessing"
Q61453,"Kurd Lasswitz","Kurd Lasswitz"
Q61454,"Berthold IV, Duke of Merania","Berthold, Duke of Merania"
Q61471,"Samuel Gottlieb Gmelin","Samuel Gottlieb Gmelin"
Q61475,"Maria of the Palatinate-Simmern","Maria of the Palatinate-Simmern"
Q61541,"Hans Stuck","Hans Stuck"
Q61546,"Franz Meyen","Franz Meyen"
Q61582,"Johannes Eccard","Johannes Eccard"
Q61624,"Rosi Mittermaier","Rosi Mittermaier"
Q61625,"Benno","Benno"
Q61628,"Eugen Fink","Eugen Fink"
Q61649,"Duchess Maria Antonia of Bavaria","Duchess Maria Antonia of Bavaria"
Q61693,"Karl Straube","Karl Straube"
Q61708,"Hugo Preuß","Hugo Preuß"
Q61723,"Gustav Landauer","Gustav Landauer"
Q61771,"Emil Wiechert","Emil Wiechert"
Q61787,"Ernst II, Duke of Saxe-Altenburg","Ernst II, Duke of Saxe-Altenburg"
Q61795,"Alfred Schwarzmann","Alfred Schwarzmann"
Q61796,"Albert III, Duke of Bavaria","Albert III, Duke of Bavaria"
Q61797,"Hermann, Fürst von Pückler-Muskau","Hermann, Fürst von Pückler-Muskau"
Q61810,"Heinrich Rubens","Heinrich Rubens"
Q61814,"Joachim I Nestor, Elector of Brandenburg","Joachim I Nestor, Elector of Brandenburg"
Q61855,"Matthew C. Perry","Matthew C. Perry"
Q61869,"Gottfried Heinrich Graf zu Pappenheim","Gottfried Heinrich Graf zu Pappenheim"
Q61873,"Dorothea of Brandenburg","Dorothea of Brandenburg"
Q61881,"Bernd Eichinger","Bernd Eichinger"
Q61898,"Bettie Page","Bettie Page"
Q61900,"Curt Backeberg","Curt Backeberg"
Q61913,"Günther Lützow","Günther Lützow"
Q61929,"Paul Johann Anselm Ritter von Feuerbach","Paul Johann Anselm Ritter von Feuerbach"
Q61952,"Konrad von Thüringen","Konrad von Thüringen"
Q61966,"Christian III, Count Palatine of Zweibrücken","Christian III, Count Palatine of Zweibrücken"
Q61968,"Theodor von Heuglin","Theodor von Heuglin"
Q61977,"Gershon Kingsley","Gershon Kingsley"
Q62004,"Paul von Hase","Paul von Hase"
Q62009,"Fritz Witt","Fritz Witt"
Q62029,"Frederick William, Duke of Brunswick-Wolfenbüttel","Frederick William, Duke of Brunswick-Wolfenbüttel"
Q62038,"Julia Franck","Julia Franck"
Q62046,"Franz von Paula Schrank","Franz von Paula Schrank"
Q62048,"Maria Sofia of Neuburg","Maria Sophia of Neuburg"
Q62053,"Karoline von Günderrode","Karoline von Günderrode"
Q62085,"Joachim Sauer","Joachim Sauer"
Q62099,"Karl Freund","Karl Freund"
Q62102,"Theodor Wisch","Theodor Wisch"
Q62108,"Gustav Heinrich Wiedemann","Gustav Heinrich Wiedemann"
Q62110,"Max Jakob Friedländer","Max Jakob Friedländer"
Q62126,"Richard Wilhelm","Richard Wilhelm (sinologist)"
Q62129,"Frederick Augustus II, Grand Duke of Oldenburg","Frederick Augustus II, Grand Duke of Oldenburg"
Q62131,"Ludwig Biermann","Ludwig Biermann"
Q62171,"Frederick III, Elector Palatine","Frederick III, Elector Palatine"
Q62241,"Johannes Baptista von Albertini","Johannes Baptista von Albertini"
Q62287,"Hermann, Prince of Hohenlohe-Langenburg","Hermann, Prince of Hohenlohe-Langenburg"
Q62309,"Hans Albert","Hans Albert"
Q62319,"Elisabeth Pähtz","Elisabeth Pähtz"
Q62333,"Peter Müller","Peter Müller (politician)"
Q62371,"Viktor Knorre","Viktor Knorre"
Q62393,"Princess Amelia of Great Britain","Princess Amelia of Great Britain"
Q62413,"Gustav Karl Wilhelm Hermann Karsten","Gustav Karl Wilhelm Hermann Karsten"
Q62415,"Hermann Harms","Hermann Harms"
Q62420,"Klaus Hänsch","Klaus Hänsch"
Q62463,"Georg Hermann Quincke","Georg Hermann Quincke"
Q62481,"William the Younger, Duke of Brunswick-Lüneburg","William the Younger, Duke of Brunswick-Lüneburg"
Q62517,"Johannes Cocceius","Johannes Cocceius"
Q62526,"Bert Hellinger","Bert Hellinger"
Q62553,"Albert, 8th Prince of Thurn and Taxis","Albert, 8th Prince of Thurn and Taxis"
Q62560,"Peter Schöffer","Peter Schöffer"
Q62570,"Bruce Graham","Bruce Graham"
Q62593,"Landgravine Marie Louise of Hesse-Kassel","Landgravine Marie Louise of Hesse-Kassel"
Q62605,"Rudolf von Jhering","Rudolf von Jhering"
Q62637,"Matthäus Daniel Pöppelmann","Matthäus Daniel Pöppelmann"
Q62642,"Richard Glücks","Richard Glücks"
Q62656,"Grigory Langsdorff","Grigory Langsdorff"
Q62667,"William, Duke of Brunswick","William, Duke of Brunswick"
Q62674,"Christoph Cellarius","Christoph Cellarius"
Q62675,"Helmut Knochen","Helmut Knochen"
Q62690,"Friedrich August von Alberti","Friedrich August von Alberti"
Q62702,"Heinrich Frauenlob","Heinrich Frauenlob"
Q62741,"Axel Freiherr von dem Bussche-Streithorst","Axel von dem Bussche"
Q62745,"Elisabeth Schumann","Elisabeth Schumann"
Q62808,"Rupert Wildt","Rupert Wildt"
Q62816,"Duke Peter Georgievich of Oldenburg","Duke Peter Georgievich of Oldenburg"
Q62831,"Ludwig Büchner","Ludwig Büchner"
Q62837,"Caspar Friedrich Wolff","Caspar Friedrich Wolff"
Q62839,"Friedrich Boie","Friedrich Boie"
Q62881,"Antje Harvey","Antje Harvey"
Q62882,"Marc Andreessen","Marc Andreessen"
Q62885,"Philip Louis, Count Palatine of Neuburg","Philipp Ludwig, Count Palatine of Neuburg"
Q62886,"Peter Norton","Peter Norton"
Q62895,"Ulric Neisser","Ulric Neisser"
Q62899,"Steve Mann","Steve Mann"
Q62934,"Irmfried Eberl","Irmfried Eberl"
Q62941,"Walter Oesau","Walter Oesau"
Q62959,"Eberhard III, Count of Württemberg","Eberhard III, Count of Württemberg"
Q62966,"Bernhard Windscheid","Bernhard Windscheid"
Q62973,"Friedrich Gilly","Friedrich Gilly"
Q63003,"Felicitas Woll","Felicitas Woll"
Q63007,"Oskar Vogt","Oskar Vogt"
Q63025,"Robert von Puttkamer","Robert von Puttkamer"
Q63037,"Klaas Carel Faber","Klaas Carel Faber"
Q63062,"Götz George","Götz George"
Q63063,"Manfred Korfmann","Manfred Korfmann"
Q63078,"Hermann Usener","Hermann Usener"
Q63138,"Alfred Hettner","Alfred Hettner"
Q63181,"Herman I, Margrave of Meissen","Herman I, Margrave of Meissen"
Q63183,"Philipp August Böckh","August Böckh"
Q63189,"Dana Wynter","Dana Wynter"
Q63206,"Otto Brunfels","Otto Brunfels"
Q63228,"Nora Tschirner","Nora Tschirner"
Q63273,"Wolfgang Hoppe","Wolfgang Hoppe"
Q63277,"Louis VI, Elector Palatine","Louis VI, Elector Palatine"
Q63307,"Ernest I, Duke of Swabia","Ernest I, Duke of Swabia"
Q63309,"Ilija Trojanow","Ilija Trojanow"
Q63314,"Elizabeth Manley","Elizabeth Manley"
Q63320,"Walter Krüger","Walter Krüger (Wehrmacht general)"
Q63344,"Franz Weidenreich","Franz Weidenreich"
Q63373,"Anne of Bavaria","Anne of Bavaria"
Q63395,"Rudolf Schmundt","Rudolf Schmundt"
Q63399,"Louis IV, Landgrave of Thuringia","Louis IV, Landgrave of Thuringia"
Q63472,"Frederick Charles, Duke of Württemberg-Winnental","Frederick Charles, Duke of Württemberg-Winnental"
Q63474,"Paul Heinrich von Groth","Paul Heinrich von Groth"
Q63484,"Christian Knorr von Rosenroth","Christian Knorr von Rosenroth"
Q63494,"Frederick William, Duke of Courland","Frederick William, Duke of Courland"
Q63498,"Lorenz Jaeger","Lorenz Jaeger"
Q63500,"Johann Franz Buddeus","Johann Franz Buddeus"
Q63513,"Anton Mang","Anton Mang"
Q63514,"Reinhardt Kristensen","Reinhardt Kristensen"
Q63534,"Theodore Eustace, Count Palatine of Sulzbach","Theodore Eustace, Count Palatine of Sulzbach"
Q63536,"Frederick Ulrich, Duke of Brunswick-Lüneburg","Frederick Ulrich, Duke of Brunswick-Lüneburg"
Q63543,"Helmut Rix","Helmut Rix"
Q63551,"Henryk Grossman","Henryk Grossman"
Q63581,"Johann Georg Palitzsch","Johann Georg Palitzsch"
Q63584,"Wilhelm, Duke of Urach","Wilhelm, Duke of Urach"
Q63586,"Ilse Steppat","Ilse Steppat"
Q63599,"Rikdag","Rikdag"
Q63615,"Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha","Johann Leopold, Hereditary Prince of Saxe-Coburg and Gotha"
Q63627,"Jan Wayne","Jan Wayne"
Q63630,"Odo Marquard","Odo Marquard"
Q63730,"Genelia D'Souza Deshmukh","Genelia D'Souza"
Q63733,"Karl Adam","Karl Adam (theologian)"
Q63736,"Dieter Braun","Dieter Braun"
Q63747,"Adolph Strecker","Adolph Strecker"
Q63775,"Wolfgang, Count Palatine of Zweibrücken","Wolfgang, Count Palatine of Zweibrücken"
Q63779,"Jakob Meckel","Jakob Meckel"
Q63784,"Barbara von Krüdener","Barbara von Krüdener"
Q63816,"Heinrich George","Heinrich George"
Q63857,"Josef Greindl","Josef Greindl"
Q63875,"Georg Heinrich Weber","Georg Heinrich Weber"
Q63890,"Bernd Heynemann","Bernd Heynemann"
Q63895,"Paul Oskar Kristeller","Paul Oskar Kristeller"
Q63917,"August Friedrich Schweigger","August Friedrich Schweigger"
Q63930,"Countess Palatine Hedwig Elisabeth of Neuburg","Countess Palatine Hedwig Elisabeth of Neuburg"
Q63941,"Walter Hohmann","Walter Hohmann"
Q63943,"Sabrina Setlur","Sabrina Setlur"
Q63972,"Frank Beyer","Frank Beyer"
Q63983,"Ludwig Knorr","Ludwig Knorr"
Q63985,"Friedrich von Hagedorn","Friedrich von Hagedorn"
Q63997,"Ken Adam","Ken Adam"
Q64016,"Georg Marcgrave","Georg Marcgrave"
Q64030,"August Wilhelm Heinrich Blasius","August Wilhelm Heinrich Blasius"
Q64063,"Johann Anton Leisewitz","Johann Anton Leisewitz"
Q64094,"Hugo Häring","Hugo Häring"
Q64102,"Magdalene of Bavaria","Magdalene of Bavaria"
Q64133,"Heinrich Ernst Beyrich","Heinrich Ernst Beyrich"
Q64162,"Ludwig von Pastor","Ludwig von Pastor"
Q64201,"Charlotte von Stein","Charlotte von Stein"
Q64228,"Melusine von der Schulenburg, Duchess of Kendal","Melusine von der Schulenburg, Duchess of Kendal"
Q64249,"Henry III, Duke of Mecklenburg","Henry III, Duke of Mecklenburg"
Q64278,"Christian Hoffmann von Hoffmannswaldau","Christian Hoffmann von Hoffmannswaldau"
Q64373,"Johannes Rebmann","Johannes Rebmann"
Q64375,"Johann Peter Süssmilch","Johann Peter Süssmilch"
Q64428,"Hermann Gruson","Hermann Gruson"
Q64434,"Carl Ferdinand Langhans","Carl Ferdinand Langhans"
Q64451,"Ludwig Struve","Ludwig Struve"
Q64489,"Johann Jakob Wilhelm Heinse","Johann Jakob Wilhelm Heinse"
Q64508,"Viktor von Weizsäcker","Viktor von Weizsäcker"
Q64536,"Friedrich Clemens Gerke","Friedrich Clemens Gerke"
Q64557,"Mykolas Biržiška","Mykolas Biržiška"
Q64569,"Albert Alcibiades, Margrave of Brandenburg-Kulmbach","Albert Alcibiades, Margrave of Brandenburg-Kulmbach"
Q64587,"Leonie Swann","Leonie Swann"
Q64613,"Prince August of Württemberg","Prince August of Württemberg"
Q64625,"Nikolaus von Üxküll-Gyllenband","Nikolaus von Üxküll-Gyllenband"
Q64652,"Gaspar Núñez de Arce","Gaspar Núñez de Arce"
Q64661,"Georg Friedrich Daumer","Georg Friedrich Daumer"
Q64664,"Karl Hass","Karl Hass"
Q64689,"Axel A. Weber","Axel A. Weber"
Q64701,"Hans Loritz","Hans Loritz"
Q64762,"Wilhelm Batz","Wilhelm Batz"
Q64765,"Ernst Ludwig II, Duke of Saxe-Meiningen","Ernst Ludwig II, Duke of Saxe-Meiningen"
Q64778,"Zygmunt Chychła","Zygmunt Chychła"
Q64783,"Johannes von Geissel","Johannes von Geissel"
Q64789,"Hans Zender","Hans Zender"
Q64802,"Saint Engelbert","Engelbert II of Berg"
Q64815,"Edmund Heines","Edmund Heines"
Q64845,"Ignatz Urban","Ignatz Urban"
Q64864,"Leonid Kreutzer","Leonid Kreutzer"
Q64902,"Johann Jakob Griesbach","Johann Jakob Griesbach"
Q64952,"Hans Friedrich Gadow","Hans Friedrich Gadow"
Q65016,"Princess Emma of Anhalt-Bernburg-Schaumburg-Hoym","Princess Emma of Anhalt-Bernburg-Schaumburg-Hoym"
Q65027,"Basilius Besler","Basilius Besler"
Q65030,"Maximilian Maria, 7th Prince of Thurn and Taxis","Maximilian Maria, 7th Prince of Thurn and Taxis"
Q65106,"Alexandra Maria Lara","Alexandra Maria Lara"
Q65113,"Beate Klarsfeld","Beate Klarsfeld"
Q65133,"William, Duke of Saxe-Weimar","William, Duke of Saxe-Weimar"
Q65139,"Christian II, Count Palatine of Zweibrücken-Birkenfeld","Christian II, Count Palatine of Zweibrücken-Birkenfeld"
Q65146,"Anne Henriette of Bavaria","Anne Henriette of Bavaria"
Q65154,"Rudolf Klein-Rogge","Rudolf Klein-Rogge"
Q65163,"Karl Genzken","Karl Genzken"
Q65176,"Alfred Pringsheim","Alfred Pringsheim"
Q65207,"Philipp von Jolly","Philipp von Jolly"
Q65216,"Heinz Prüfer","Heinz Prüfer"
Q65219,"Jacob Theodor Klein","Jacob Theodor Klein"
Q65221,"Kurt Reidemeister","Kurt Reidemeister"
Q65279,"Frits Clausen","Frits Clausen"
Q65308,"Richard Assmann","Richard Assmann"
Q65359,"Renate Müller","Renate Müller"
Q65363,"Franz Leydig","Franz Leydig"
Q65382,"Otto Weidt","Otto Weidt"
Q65389,"Alfred Dregger","Alfred Dregger"
Q65400,"Gustav Kunze","Gustav Kunze"
Q65414,"Lena Valaitis","Lena Valaitis"
Q65417,"Leopold Arends","Leopold Arends"
Q65431,"Günther von Wüllersleben","Günther von Wüllersleben"
Q65466,"Emil Warburg","Emil Warburg"
Q65484,"Wilhelm Dittenberger","Wilhelm Dittenberger"
Q65488,"Friedrich Sigmund Merkel","Friedrich Sigmund Merkel"
Q65493,"Paul Bronsart von Schellendorff","Paul Bronsart von Schellendorff"
